"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","Fenton_0h_1","Fenton_0h_2","Fenton_0h_3","Fenton_1min_1","Fenton_1min_2","Fenton_1min_3","Fenton_20min_1","Fenton_20min_2","Fenton_20min_3","Fenton_4h_1","Fenton_4h_2","Fenton_4h_3","Fenton_24h_1","Fenton_24h_2","Fenton_24h_3","Fenton_72h_1","Fenton_72h_2","Fenton_72h_3","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Pos",47123,"[M+H]+",13.985,"PC O-24:6_18:1","EtherPC",9619554,6356702,4647332,236496,107512,56115,11454,6709,0,0,0,0,0,0,0,0,0,0,10610049,8104958,9034492,7606011,8379704,7075534,5110109,2101445,5452467,5949366,7315577,5561879,3222166,4470830,4381776,2240821,4756656,4024453
"Neg",38819,"[M+HCOO]-",14.873,"PC O-34:1<OH>","OxEtherPC",64745019,55553668,47527152,10283482,7297896,9282110,9019536,13493607,13781490,7311385,7181188,9634670,4070877,6231174,6379411,5133905,5265631,4242049,67631472,60403661,63867261,59245242,54634154,54640692,36830281,21516055,42669638,38838147,35036641,38289082,38741122,32594058,34814000,28756592,36098316,32513250
"Neg",40233,"[M+HCOO]-",16.389,"PC O-36:1<OH>","OxEtherPC",2065040,1810637,1398126,319949,192598,213834,251765,354941,366652,192025,213763,259924,86132,144412,180105,118998,110525,77216,2112816,1979973,2019639,1876427,1867489,1746245,1100925,676667,1370076,1259654,1217162,1279812,1248163,1073569,1082357,978997,1286565,995344
"Neg",31813,"[M-H]-",13.62,"PE 16:0_16:0","PE",3265944,3073322,2663232,409647,243202,227786,397148,610522,655680,257605,184374,334299,62046,91712,154882,157258,50486,51059,3326083,3135124,3297418,2902822,2986128,2735476,2086938,1335686,1699260,2664613,2454833,2520547,2560358,1945329,1979012,1667932,2380857,1847679
"Neg",31699,"[M-H]-",12.494,"PE 16:0_16:1","PE",35957635,31685253,26148929,3857214,1592070,1965233,2564573,3673864,4046028,732097,384434,925071,120273,56462,247627,448274,112666,128767,37666633,31064651,32328114,30098368,30352247,28917297,24612689,12848380,24586012,27329724,24301292,28546652,27058889,22781289,23337575,19650889,21701825,19821588
"Neg",32596,"[M-H]-",13.102,"PE 16:0_17:1","PE",6610466,5966032,5097724,638675,236055,347463,422645,628285,705510,119449,28107,132362,0,3752,11941,61073,4608,0,6771382,6585358,6111913,5728807,5893351,5646891,4303383,2353812,4871678,5224977,4649574,5366895,4927910,4414024,4456813,3549291,4273096,3561180
"Neg",33587,"[M-H]-",14.959,"PE 16:0_18:0","PE",4228646,3706478,3175835,385429,210342,327375,307303,506379,521802,206617,113337,261071,36986,80382,88215,138012,20695,29306,4356880,3821631,4043110,3649659,3448653,3449918,2033366,1235186,2397694,2811260,2678646,3103343,2733631,2263629,2310397,2035482,2464243,2023645
"Neg",33472,"[M-H]-",13.739,"PE 16:0_18:1 (a)","PE",151207211,137713364,118069683,19910612,7869504,10839835,13442915,19588512,20934570,4252328,2155531,5271350,722979,571596,1604200,2858092,1187421,871514,157048704,150165539,138149995,131806216,124875458,128957098,95192104,56041797,109937937,116262265,109107342,125091969,111038626,96113068,98661997,81826008,97642383,85104652
"Neg",33473,"[M-H]-",15.786,"PE 16:0_18:1 (b)","PE",6601,4680,0,4490,0,11626,0,7475,0,0,0,0,0,0,0,0,0,0,4511,4294,5259,170767,79976,147552,3210,19162,3611,2538,11143,0,3043,0,7124,2405,0,0
"Neg",34827,"[M-H]-",12.263,"PE 16:0_20:4 (a)","PE",435890,1218849,1022653,177072,13016,37430,13062,41651,36800,0,0,0,0,0,0,0,0,0,1534858,572577,1438658,1000674,522791,557151,365276,545663,990707,931179,820179,1094210,947845,876448,711999,463055,888330,599311
"Neg",34824,"[M-H]-",12.46,"PE 16:0_20:4 (b)","PE",49013765,45188875,36173720,5169705,2398867,3188384,1625750,1647786,1707940,0,0,0,0,0,0,0,0,0,52077385,43768316,44322848,41888600,43828901,42025690,32992757,17728273,33798089,38895646,34090413,39495016,35442176,31665635,33195491,25015719,27896848,27314200
"Neg",34695,"[M-H]-",11.645,"PE 16:0_20:5","PE",11044734,9521928,7963107,925904,414631,532596,234245,231062,199452,0,0,0,0,0,0,0,0,0,11362195,9803581,10450534,9063498,9506783,8707774,7004432,3581833,7952326,8133278,7289148,8529104,7750951,6355254,6869879,4613609,5382051,5576667
"Neg",36259,"[M-H]-",12.075,"PE 16:0_22:6","PE",19367397,16445976,13861035,1636865,741494,961623,465202,447074,318887,0,0,0,0,0,0,0,0,0,20719899,17158283,18641363,17368005,16522684,15772785,11451473,6523499,13387405,14988578,13143505,14683600,12635872,11268219,11862584,8625169,9933723,9419642
"Neg",31603,"[M-H]-",11.469,"PE 16:1_16:1","PE",3868257,3617024,2888393,310428,48831,111783,160858,232777,308984,27701,21723,22844,0,0,2700,20282,0,5438,4172790,3384326,3779017,3167024,3208508,3000466,2739762,1392229,2944440,3023795,2610415,2996074,2973745,2372284,2674334,1976214,2152846,2119003
"Neg",33346,"[M-H]-",12.601,"PE 16:1_18:1 (a)","PE",64478916,58903616,48626477,6264055,2224171,2761477,4040628,5075511,5846054,593407,286066,686486,11245,0,157481,434008,58266,59144,70242735,60535946,61959595,56047347,52913790,52063311,45511558,23243991,46549978,50504139,44959154,50805871,48838517,40465921,41029441,33601133,38816061,35145028
"Neg",33347,"[M-H]-",13.737,"PE 16:1_18:1 (b)","PE",13170,18039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236338,490952,11965,98793,24097,31436,0,7286,400404,14217,20040,17584,121396,0,53234,0,44716,74263
"Neg",33210,"[M-H]-",11.67,"PE 16:1_18:2","PE",2783864,2287925,1794983,196349,36692,80332,56131,107725,130817,0,0,0,0,0,0,0,0,0,2465556,2257365,2347287,1136623,2189291,1747582,1599381,823778,1823645,2003548,1616995,1971039,1685608,1507376,1758146,1229218,1223170,1388762
"Neg",34697,"[M-H]-",11.448,"PE 16:1_20:4 (a)","PE",4797700,4468164,3445011,336673,108504,159301,88912,111996,102004,0,0,0,0,0,0,0,0,0,4825809,4125077,4386250,3562513,3993374,3568660,3009517,1572163,3414767,3488122,3031538,3497680,3334143,2638160,2966514,1929799,2473125,2193981
"Neg",34696,"[M-H]-",12.061,"PE 16:1_20:4 (b)","PE",22601,20226,7901,22945,0,16037,0,0,0,0,0,0,0,0,0,0,0,0,49906,10443,21039,67466,66669,43232,24752,16359,51050,28641,69897,40326,161115,183712,234318,399593,411244,413385
"Neg",34576,"[M-H]-",10.729,"PE 16:1_20:5","PE",1229662,1075325,876039,91810,7511,20858,0,0,0,0,0,0,0,0,0,0,0,0,1205754,1163832,1154732,1043802,984200,1047196,814802,390162,909077,874902,697894,879630,948212,706237,767422,495314,666289,545129
"Neg",36258,"[M-H]-",11.457,"PE 16:1_22:5","PE",1262454,1160957,973212,64937,10855,9616,4209,0,5222,0,0,0,0,0,0,0,0,0,1380800,1089045,1288255,1036965,1137815,961189,854721,426982,939597,1057669,887664,1054026,1044541,786011,960498,780196,848911,799857
"Neg",36135,"[M-H]-",11.118,"PE 16:1_22:6","PE",2325270,2319309,1688037,147060,21594,39419,9913,0,0,0,0,0,0,0,0,0,0,0,2943245,2155666,1605804,2165246,2036147,2002259,2890577,756375,1632588,1838805,1495045,1913894,2108937,1381257,1442224,959461,1263614,1237439
"Neg",35684,"[M-H]-",13.057,"PE 17:0_20:4","PE",5942784,5105251,4230000,537844,258422,348607,155100,146940,155600,0,0,0,0,0,3532,0,0,0,5752768,5350527,5498555,4926264,5745989,4959975,3612470,1939415,4089343,4766064,3802725,4559367,3882189,3550899,3803244,2661795,3522045,3047448
"Neg",37303,"[M-H]-",13.075,"PE 17:0_22:5","PE",3587408,3187740,1317652,127009,15095,59727,162088,156664,93401,142754,220077,214677,116444,186304,142923,160641,196268,277038,3511600,3600336,1951564,3361025,1246230,3022754,2173018,1220980,2586340,2941904,2578018,2978960,2740386,2516436,1308622,2067431,2414657,2148252
"Neg",34193,"[M-H]-",13.208,"PE 17:1_18:1","PE",9811773,8913998,7533856,901950,297606,408299,552358,754314,880837,64988,16453,100250,0,0,8725,50730,0,0,10591808,9394048,9393401,9015256,8434508,8044878,6157560,3364193,7340517,7650045,7245322,8060242,7880572,6557755,6581782,5770748,7065853,5609200
"Neg",37004,"[M-H]-",11.628,"PE 17:1_22:6","PE",420692,335307,238747,23123,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,444687,382592,332725,337416,283823,202620,153565,81517,253812,277319,205696,259861,235240,221301,271379,141539,172504,174897
"Neg",35196,"[M-H]-",15.09,"PE 18:0_18:1 (a)","PE",139939317,120196713,99991857,13568458,5820913,7888313,9587304,13966298,14986931,3003886,1526352,3880625,536481,408228,1217711,2253993,875694,637351,143254188,131299425,132871508,121128851,113503900,115693558,74674104,45894689,89676820,100069100,96547227,107153478,95538366,81754477,84385501,68766411,84961227,70640219
"Neg",35198,"[M-H]-",15.445,"PE 18:0_18:1 (b)","PE",1432473,1319439,1325473,146250,70406,79766,88737,173264,144253,14605,0,28879,0,0,0,8047,0,0,1425290,1533879,1654200,1400652,1445879,1308633,936301,491423,1324439,974425,1043851,1251040,1191705,1290042,1089133,724381,1087802,788038
"Neg",35197,"[M-H]-",17.248,"PE 18:0_18:1 (c)","PE",3776,3305,2770,5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16793,4232,6193,110294,80140,38202,2307,5310,7755,6998,8032,0,3016,0,2686,0,0,4511
"Neg",35074,"[M-H]-",14.194,"PE 18:0_18:2","PE",6523131,1965492,4667451,512568,236146,302332,99066,419819,479443,40400,3370,47521,0,0,0,30853,7500,0,6397949,5753722,5518941,3864958,4311369,4739473,3302212,1620088,3060012,3967921,3568704,5233073,3612675,1336115,2848404,2764853,3836853,3271508
"Neg",36804,"[M-H]-",15.612,"PE 18:0_20:2","PE",3065481,2711211,2156791,241913,95186,124646,161093,209306,246257,4867,3653,3697,0,0,0,0,0,0,3250753,2918224,2843743,2693786,2353326,2578551,1568243,986111,1976797,2213716,2223502,2356845,2113876,1762227,1848352,1490202,1831461,1520445
"Neg",37585,"[M-H]-",13.984,"PE 18:0_20:2<oxo>","OxPE",12429,0,0,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24274,0,6236,427098,185093,222657,193266,177778,190466,596088,542149,550721,454825,351003,487683,470705,493015,558581
"Neg",36678,"[M-H]-",14.276,"PE 18:0_20:3 (a)","PE",15020247,13445987,11402490,1190331,443290,608230,419085,600120,575657,2616,3115,3740,0,0,0,0,3456,0,11635381,13939717,11339641,13147425,12510431,12852943,8811356,5042267,7813133,11248416,10787380,11771421,10596067,9042151,9784546,7518062,9276633,5779585
"Neg",36679,"[M-H]-",14.732,"PE 18:0_20:3 (b)","PE",8217393,7294946,5958874,758301,309975,499856,276987,316065,339425,0,0,0,0,0,0,0,0,0,8846192,7678175,8026410,7483268,6895007,6933454,4634496,2610983,5626292,6298387,5985669,6420749,5829790,5003040,5065693,3928874,4966236,4011241
"Neg",36549,"[M-H]-",13.461,"PE 18:0_20:4 (a)","PE",5813502,4866445,4879969,398175,117838,319507,205407,192340,165134,0,0,0,0,0,0,0,0,0,6106663,4948128,4846155,4512484,4490923,5256207,3050472,2701765,3408451,4380608,4244668,4834874,4412292,3356408,3407372,3124440,3698667,2874017
"Neg",36548,"[M-H]-",13.693,"PE 18:0_20:4 (b)","PE",181200216,168802127,143847136,26263807,11738923,16533047,8760396,8457122,8764555,0,0,5451,0,2850,0,23427,9460,0,193341069,177810543,172847884,165340424,158888850,159863568,114965087,70185738,132644363,145320384,136212468,148406052,131161134,120674798,120670903,94396982,116061816,100776944
"Neg",36553,"[M-H]-",14.307,"PE 18:0_20:4 (c)","PE",345829,187470,132313,4667,2412,2480,0,3638,4332,0,0,0,0,0,0,0,0,0,181841,53602,156497,34401,115877,168205,86705,84498,172499,173805,146121,199485,27896,81876,240525,54725,120524,92045
"Neg",36551,"[M-H]-",15.665,"PE 18:0_20:4 (d)","PE",7208,26811,2233,17660,2045,12177,0,0,0,0,0,0,0,0,0,0,0,0,16351,3652,2475,189717,159021,159621,2680,10441,12009,6743,30768,2285,3290,8259,2517,2968,2956,0
"Neg",36403,"[M-H]-",12.783,"PE 18:0_20:5 (a)","PE",47577373,43376417,35594997,4364376,1943328,2628533,1304030,1132642,1144865,0,0,0,0,0,0,0,0,0,50925794,42492089,46244688,39706184,40215365,38218302,28657785,15545795,30775013,36523031,33259043,36925064,31995405,27530237,28055673,22121490,27203700,23136920
"Neg",36404,"[M-H]-",13.732,"PE 18:0_20:5 (b)","PE",36291,0,10399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107514,410151,10498,68967,14148,38758,0,17922,106676,0,64286,12694,57135,0,23943,11326,32902,11029
"Neg",38361,"[M-H]-",15.778,"PE 18:0_22:3","PE",727674,568140,252372,12324,2401,4342,0,3125,0,0,0,0,0,0,0,0,0,0,685898,637108,675683,548530,224450,540032,315527,153865,382397,422911,487655,458524,437527,344361,369291,255073,321356,285319
"Neg",38245,"[M-H]-",14.637,"PE 18:0_22:4","PE",5576334,4856761,4282146,522345,183277,274805,134308,77947,166698,0,0,0,0,0,0,0,0,0,5888209,5718059,5414963,5117097,4625714,4608379,2999127,1605481,3503373,3857734,3789115,4163566,3577876,3540117,3373018,2776685,3332429,2615581
"Neg",38135,"[M-H]-",13.67,"PE 18:0_22:5","PE",36007206,33786863,28531453,5013239,2227542,2945063,1574168,1544185,1393725,0,0,0,0,0,0,0,0,0,37436923,35854219,35022389,32370147,31001501,31221704,22265184,13762342,25082704,27813002,26017275,29307940,26649778,23525189,23129215,18760003,23292249,19321371
"Neg",38005,"[M-H]-",13.25,"PE 18:0_22:6","PE",74953512,66564393,55228893,6852868,2904946,4059635,1836697,1657266,1470592,0,0,0,0,0,0,3039,0,0,77801986,70597556,71097497,66380795,65174235,62143899,42928497,23651189,49296810,55123332,52610819,57426987,51924971,43502865,44360667,32976204,41524949,34771964
"Neg",35073,"[M-H]-",13.837,"PE 18:1_18:1 (a)","PE",175079383,159659939,131966142,18170927,6203596,8357470,12079455,16434034,18646280,2130498,1111592,2633501,193987,181629,611402,1600989,549151,333246,184096767,163538531,164451183,151788188,143866388,146514173,111030952,61561313,125570090,134030821,120661822,139977611,126150950,114712331,114563002,91790006,105940175,93480776
"Neg",35071,"[M-H]-",14.456,"PE 18:1_18:1 (b)","PE",282927,881057,273429,27276,4926,21308,25381,49389,47686,0,0,0,0,0,0,0,0,0,497641,483705,913044,506991,693040,1021655,273194,305232,1075708,348652,717067,245809,665983,275084,243342,468424,761271,514898
"Neg",35075,"[M-H]-",15.068,"PE 18:1_18:1 (c)","PE",10378,37849,5891,0,0,0,0,0,3685,0,0,0,0,0,0,0,0,0,192638,233216,54662,74198,40388,92063,17856,82459,194899,45517,71744,92758,298767,44678,15509,9669,49922,14693
"Neg",35072,"[M-H]-",15.869,"PE 18:1_18:1 (d)","PE",5054,7738,4127,6178,0,3362,0,0,0,0,0,0,0,0,0,0,0,0,4830,5654,9027,83080,35123,74100,4292,23101,9597,5572,9286,5032,10989,0,23053,0,3343,3846
"Neg",34952,"[M-H]-",12.809,"PE 18:1_18:2 (a)","PE",27062272,24255741,19487202,2191658,810025,1071071,1153837,1293088,1505343,3462,0,0,0,0,0,0,0,3637,36483742,23817144,26141118,22113099,24465614,21001677,22667597,9053916,17947981,20839741,18733708,20368453,18359115,16203341,16503904,12862494,20241870,13483494
"Neg",34953,"[M-H]-",13.003,"PE 18:1_18:2 (b)","PE",8099732,6781322,7199445,509096,318748,512728,334589,415634,284897,5366,0,0,0,0,0,2745,0,0,2405259,7510158,7399895,6276498,5130347,7425986,1704758,2910362,6664739,6445403,5587140,6488838,6064245,5404374,5572943,4470983,1655849,4401409
"Neg",34951,"[M-H]-",13.407,"PE 18:1_18:2 (c)","PE",2398547,2198616,1635345,238680,40027,151374,68495,72857,106207,0,0,0,0,0,0,0,0,0,2634257,2420569,2301100,2125573,2029270,2077611,1477189,852037,905626,1842695,1752641,2055489,1774446,1644514,1599601,1175827,1604491,1200053
"Neg",34954,"[M-H]-",14.075,"PE 18:1_18:2 (d)","PE",0,3578,0,0,2726,3298,13437,60036,35462,36049,9488,45274,0,8438,3479,18352,0,2937,13972,0,4807,139847,85952,133809,54496,54751,181787,364169,402654,478888,512584,424629,560795,495058,486827,462375
"Neg",34825,"[M-H]-",11.929,"PE 18:1_18:3","PE",2753607,2597556,2143515,192419,22670,50752,42372,16135,20951,0,0,0,0,0,0,0,4044,0,2535523,2341798,2543443,2388473,2437086,2113148,1641277,906118,2007697,2046021,1746214,1827007,1785359,1654420,1502397,1147485,1313245,1188070
"Neg",36803,"[M-H]-",15.149,"PE 18:1_20:1","PE",12251511,10547530,8569429,977689,336886,451668,683125,1005588,1072945,129218,12710,62265,2402,0,9151,51513,4214,0,12635047,11363594,11501611,10397421,9733738,9666474,6631322,3944457,7955839,8685733,8208946,9051507,8259868,7008552,7374892,5674391,6983054,5993530
"Neg",36547,"[M-H]-",13.093,"PE 18:1_20:3","PE",6410149,5565081,4541043,645487,179693,249594,115982,252479,244574,0,0,4082,0,0,0,0,0,0,6060754,3049790,6396790,5842583,2972613,5395702,4278657,2409020,5372062,5123686,4709967,5437613,5719627,4126086,3762921,3065649,4587332,3327922
"Neg",36401,"[M-H]-",12.555,"PE 18:1_20:4 (a)","PE",101951851,91870177,75741677,10547637,3859491,5117881,3576272,3288881,3351270,3739,0,0,0,0,0,0,0,6191,109997658,92486505,94781831,89368935,88923329,84799684,68262422,35581415,69764611,80142905,69773913,80510076,75103958,64897241,64287069,50109828,58896524,54110662
"Neg",36407,"[M-H]-",13.226,"PE 18:1_20:4 (b)","PE",95167,50150,114538,7707,3558,5727,4748,0,0,0,0,0,0,0,0,0,0,0,46607,21346,56394,139436,41329,47711,25253,86716,56376,48800,123289,118014,137379,146147,99375,172708,258362,86017
"Neg",36257,"[M-H]-",11.741,"PE 18:1_20:5","PE",22534456,19316308,15885995,1782096,586281,826506,527614,466374,394237,0,0,0,0,0,0,0,0,0,23243546,19181452,20774229,18175294,18451131,17889917,13437534,6927829,15788510,16345977,14207296,16745867,14873689,12555125,13404642,9541587,11045371,10414186
"Neg",38006,"[M-H]-",12.536,"PE 18:1_22:5","PE",18780578,16838178,13938436,1881590,656062,861034,569482,508582,222071,0,0,0,0,0,0,0,0,0,20524861,16503409,18124328,16419138,16724717,15437374,12430436,6659965,12249776,14219715,12802126,14844902,13614680,11378327,11599547,9281832,10880086,9872908
"Neg",37870,"[M-H]-",12.163,"PE 18:1_22:6","PE",39398003,35426114,29186197,3196265,1125433,1404409,800581,606738,565549,0,0,0,0,0,0,0,0,0,41941110,33879599,37987343,33711193,32767396,32077000,23219221,12994181,27923432,30396411,25720776,29679753,27058873,22895821,23774677,16932457,18896862,17754514
"Neg",37757,"[M-H]-",11.312,"PE 18:2_22:6","PE",1692225,1553925,1262186,82746,5136,9182,5178,6561,0,0,0,0,0,0,0,0,0,0,1953171,1498075,1648380,1343219,1431487,1097503,1070977,493336,1165098,1301716,1112665,1233713,1083310,920861,829811,608947,766341,669026
"Neg",36027,"[M-H]-",15.809,"PE 19:0_18:1","PE",1088769,878591,674390,51164,14771,7719,10304,68907,58320,2727,0,0,0,0,5613,2662,7711,0,1062947,1037059,1061278,896498,788824,1017147,278006,288153,642241,646900,734123,788137,671547,527972,592460,539959,552582,463782
"Neg",37429,"[M-H]-",14.341,"PE 19:0_20:4","PE",932194,800915,602963,60628,21394,11407,0,0,0,8139,3226,9724,0,4304,7204,3471,0,0,1044948,899786,900871,380271,710788,757186,565934,306268,561632,712537,731371,757238,723035,588569,211921,385132,536178,431095
"Neg",38246,"[M-H]-",15.055,"PE 20:0_20:4","PE",2086052,1805808,1400032,148763,30029,23843,30120,6814,7693,0,0,0,0,0,0,0,0,0,2001181,1872452,1901885,1724591,1650819,1680310,1059452,678054,1190561,1474394,1408959,1486458,770993,1230086,1161366,994869,1211108,950064
"Neg",39586,"[M-H]-",13.305,"PE 20:1_22:6","PE",2284942,1895203,1651524,166218,35317,53512,44502,9899,15879,0,0,0,0,0,0,0,3624,0,2380838,2034770,2038342,1675758,1841078,1695439,1293249,670583,1309778,1706027,1572235,1655364,1457322,1233645,1234278,903469,1092145,927952
"Neg",39368,"[M-H]-",11.4,"PE 20:4_22:5","PE",501208,343614,544305,33928,0,4364,9012,24979,16517,30313,3633,3477,3708,10617,12487,0,7221,0,558282,495610,536836,379325,476020,204330,298245,90125,411341,443353,346585,308052,385037,255977,301635,183457,309962,200221
"Neg",39256,"[M-H]-",11.04,"PE 20:4_22:6","PE",939541,825848,705987,38407,18751,18811,14702,6616,28916,0,3529,4517,3436,2429,0,8387,10875,3723,1465981,967194,1371102,1076567,890163,1017220,419814,283230,753086,844690,624954,678241,1081728,482700,923701,330976,666475,519333
"Neg",39959,"[M-H]-",16.577,"PE 22:0_20:4","PE",1297958,1218247,939148,91785,16533,8983,3929,12834,9028,0,0,0,0,0,0,0,0,0,1338786,1237867,1273512,1147750,1078713,1117907,628590,380764,714194,907129,977674,1039059,948661,731000,732926,527850,738151,591717
"Neg",39828,"[M-H]-",15.076,"PE 22:1_20:4","PE",2895361,2549058,2107337,142351,63029,54343,22758,39767,12965,0,0,0,0,7491,0,0,0,0,2916212,2572044,2756874,2514846,2404720,2352851,1573775,875533,1863223,2107800,1943648,2284724,1895880,1650876,1719368,1358558,1739548,1405943
"Neg",41636,"[M-H]-",18.233,"PE 24:0_20:4","PE",1168388,979105,758038,59745,24911,13749,4735,2706,8338,0,0,0,0,0,0,0,4025,0,1161348,1071008,1029604,1000366,867015,899830,464860,182480,578300,759834,790017,836172,732673,622304,620396,450837,603808,487036
"Neg",37007,"[M-H]-",14.012,"PE 36:2<2OH>","OxPE",7904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,8522,6399,7621,18354,8685,26828,4596,6079,12398,10327,0,0,11249,7666,5117,4587,8203,15933
"Neg",35541,"[M-H]-",12.931,"PE 36:6<oxo>","OxPE",0,0,0,16270,16060,49281,192223,330040,271914,388373,331668,401104,212089,321038,314576,261523,432883,306028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",36577,"[M-H]-",13.308,"PE 37:4<oxo>","OxPE",157074,111045,143495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188469,123919,160627,127455,184639,147099,106276,63379,173378,100140,122211,97105,61075,50899,57281,27039,44401,21045
"Neg",38565,"[M-H]-",15.034,"PE 38:2<OOH>","OxPE",350011,309195,282053,21834,0,5262,3550,9164,18580,0,0,0,0,0,0,0,0,124,640195,400865,554931,576948,532580,364023,306493,282407,418592,411261,393788,385616,384370,384667,360420,426569,565318,467965
"Neg",37583,"[M-H]-",13.725,"PE 38:2<oxo>","OxPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113512,200323,0,104404,0,0,11378,0,68236,0,19656,0,49464,0,28839,0,63295,30474
"Neg",40102,"[M-H]-",12.883,"PE 38:3<2OH,OOH>","OxPE",865243,707654,760788,201442,157707,255236,164435,226111,234683,135037,91968,165243,43976,82517,98549,77649,35379,66764,1152283,887516,941198,878327,842897,879533,657523,372305,766825,613388,540176,561924,635278,567669,619015,484176,684721,603316
"Neg",39991,"[M-H]-",11.827,"PE 38:4<2OH,OOH>","OxPE",700245,676489,663991,60076,38338,95568,39081,32372,91616,2199,0,7597,0,0,0,0,0,145,928792,675991,692590,676329,715124,627078,596751,255076,698600,618927,589753,588670,644815,509731,589539,455763,519822,564912
"Neg",33961,"[M-H]-",13.221,"PE O-16:0_20:4","EtherPE",3042240,2594140,2274311,225423,103120,141105,34309,37813,69252,0,0,0,3286,0,4064,0,0,0,3427257,2775099,2985814,2514665,2682276,2239975,1887848,955027,2183290,2324010,2094063,2246027,2231086,1895222,2088014,1561509,1680361,1517913
"Neg",30847,"[M-H]-",14.314,"PE O-16:1_16:0","EtherPE",1417399,1229662,1143098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595043,1242181,1346825,1161332,1167752,1139511,857510,553541,971049,1105616,925058,940496,853709,806540,823501,453592,532114,501903
"Neg",30739,"[M-H]-",13.099,"PE O-16:1_16:1","EtherPE",11247450,9797898,8848267,49286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11292960,11119770,10569071,9605168,9375718,9375411,7726760,4540589,8932235,8447148,7162025,8579249,7287724,6714542,7071951,3976192,4660811,3860632
"Neg",32471,"[M-H]-",14.41,"PE O-16:1_18:1","EtherPE",55795199,49396543,42048117,525650,0,0,0,5026,23171,0,0,0,0,0,0,0,0,0,57212482,51435154,53320950,47290954,45999822,45882551,36932079,22106830,43131397,41632992,36575310,41963704,36039740,32066119,33101411,19495888,23056900,19115848
"Neg",34082,"[M-H]-",14.952,"PE O-16:1_20:2","EtherPE",5073343,4579071,4406238,1520774,905232,1307604,1428260,1519871,1571143,778280,1108091,1182716,643625,731228,788658,754257,1082861,1103193,5140471,4535650,5128601,4662768,4519020,4699323,4088844,3039996,4088154,4428650,3917313,4566507,2153056,3853905,4027493,3448362,3616982,3453636
"Neg",33958,"[M-H]-",13.603,"PE O-16:1_20:3 (a)","EtherPE",3628315,3523251,2649048,19238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3715033,3508521,1969481,3281138,3209772,3144131,2552480,1644842,2488170,2585063,1455630,2855015,2602979,2459559,2026119,1101249,1573399,857086
"Neg",33960,"[M-H]-",13.772,"PE O-16:1_20:3 (b)","EtherPE",2874359,2596840,2549284,0,0,0,8732,0,5811,3550,4455,0,0,0,2869,0,0,0,3005774,2887670,3333432,2961895,2589940,2816926,2203944,1282718,2348736,2481533,2034518,2146021,2069252,1823157,2049060,1009548,1139401,1049825
"Neg",33959,"[M-H]-",14.036,"PE O-16:1_20:3 (c)","EtherPE",5014327,4290272,3701133,8820,0,3441,0,0,2903,0,0,0,2904,0,2247,1857,0,0,5237809,4429736,4764681,4110068,3962050,4008892,3133629,1890486,3819570,3586764,3064779,3565651,2885131,2633293,2796483,1483970,1654064,1392441
"Neg",33828,"[M-H]-",12.821,"PE O-16:1_20:4 (a)","EtherPE",6110758,5150875,4780717,18189,0,0,0,3953,0,0,0,0,0,0,0,0,0,0,6012566,4846351,5879193,4745604,4804681,4381734,3954964,1820096,4045213,3843321,3400696,4232240,3362482,3006242,3213987,1843209,2012915,1732197
"Neg",33829,"[M-H]-",13.022,"PE O-16:1_20:4 (b)","EtherPE",153706671,134550982,116064953,1585998,0,0,131690,56244,47235,0,0,0,0,0,0,0,0,0,154434161,141030884,143739780,128137854,135274464,125448372,105576157,62153765,121813343,115250107,98644875,111203354,93518010,87115509,89550217,48228061,57578417,49250783
"Neg",33703,"[M-H]-",12.151,"PE O-16:1_20:5","EtherPE",64529574,56057316,46966043,542185,0,0,11613,10169,4795,0,0,0,0,0,0,0,0,0,68516563,55220780,62838478,54316033,53380729,51059320,41618468,23562589,47902420,47000163,39106970,46112927,38723411,34651364,34591550,18639511,20544750,18358222
"Neg",35792,"[M-H]-",16.087,"PE O-16:1_22:2","EtherPE",3676507,3245063,2697813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3936660,3691304,3529185,3089161,2836431,2863627,2293910,1471455,2694253,2639410,2551997,2565916,2336207,1975851,2029247,1170111,1407007,1230150
